recording,subject,n_drop,pattern,trial,method,temporal_r,rmse_uv,sdr_db
G003Day1Rest1.cnt,G003,2,contiguous,1,spline,0.6569,43.155,3.875
G003Day1Rest1.cnt,G003,2,contiguous,2,nearest,-0.9484,95.184,-6.232
G003Day1Rest1.cnt,G003,2,contiguous,2,linear,0.968,4.971,19.411
G003Day1Rest1.cnt,G003,2,contiguous,2,spline,0.0431,65.252,-2.953
G003Day1Rest1.cnt,G003,8,scattered,1,nearest,0.3625,125.143,-5.698
G003Day1Rest1.cnt,G003,8,scattered,1,linear,0.8774,5.998,20.69
G003Day1Rest1.cnt,G003,8,scattered,1,spline,0.705,48.615,2.515
G003Day1Rest1.cnt,G003,8,scattered,2,nearest,0.3159,67.027,-0.907
G003Day1Rest1.cnt,G003,8,scattered,2,linear,0.8729,6.911,18.827
G003Day1Rest1.cnt,G003,8,scattered,2,spline,0.6514,50.517,1.55
G003Day1Rest1.cnt,G003,8,contiguous,1,nearest,0.0942,164.606,-2.226
G003Day1Rest1.cnt,G003,8,contiguous,1,linear,0.9548,7.446,24.664
G003Day1Rest1.cnt,G003,8,contiguous,1,spline,-0.6253,182.571,-3.126
G003Day1Rest1.cnt,G003,8,contiguous,2,nearest,0.6677,109.004,2.294
G003Day1Rest1.cnt,G003,8,contiguous,2,linear,0.908,8.213,24.753
G003Day1Rest1.cnt,G003,8,contiguous,2,spline,0.674,127.973,0.901
G003Day1Rest1.cnt,G003,16,scattered,1,nearest,0.2039,142.307,-3.151
G003Day1Rest1.cnt,G003,16,scattered,1,linear,0.9345,8.429,21.398
G003Day1Rest1.cnt,G003,16,scattered,1,spline,0.387,112.506,-1.11
G003Day1Rest1.cnt,G003,16,scattered,2,nearest,-0.0813,165.296,-3.137
G003Day1Rest1.cnt,G003,16,scattered,2,linear,0.952,6.403,25.101
G003Day1Rest1.cnt,G003,16,scattered,2,spline,0.0232,120.018,-0.356
G003Day1Rest1.cnt,G003,16,contiguous,1,nearest,0.0697,128.947,-1.139
G003Day1Rest1.cnt,G003,16,contiguous,1,linear,0.9399,7.913,23.102
G003Day1Rest1.cnt,G003,16,contiguous,1,spline,0.131,138.917,-1.786
G003Day1Rest1.cnt,G003,16,contiguous,2,nearest,0.0697,128.947,-1.139
G003Day1Rest1.cnt,G003,16,contiguous,2,linear,0.9399,7.913,23.102
G003Day1Rest1.cnt,G003,16,contiguous,2,spline,0.131,138.917,-1.786
G003Day1Rest2.cnt,G003,2,scattered,1,nearest,0.7141,27.643,-3.246
G003Day1Rest2.cnt,G003,2,scattered,1,linear,0.9512,3.344,15.099
G003Day1Rest2.cnt,G003,2,scattered,1,spline,0.4784,18.126,0.42
G003Day1Rest2.cnt,G003,2,scattered,2,nearest,0.7888,45.663,-10.533
G003Day1Rest2.cnt,G003,2,scattered,2,linear,0.9503,4.766,9.095
G003Day1Rest2.cnt,G003,2,scattered,2,spline,0.8277,25.586,-5.502
G003Day1Rest2.cnt,G003,2,contiguous,1,nearest,0.9257,40.041,2.378
G003Day1Rest2.cnt,G003,2,contiguous,1,linear,0.9925,4.037,22.306
G003Day1Rest2.cnt,G003,2,contiguous,1,spline,0.9603,37.857,2.865
G003Day1Rest2.cnt,G003,2,contiguous,2,nearest,0.9849,10.734,8.718
G003Day1Rest2.cnt,G003,2,contiguous,2,linear,0.987,3.334,18.874
G003Day1Rest2.cnt,G003,2,contiguous,2,spline,0.9942,7.886,11.395
G003Day1Rest2.cnt,G003,8,scattered,1,nearest,0.2769,37.582,0.078
G003Day1Rest2.cnt,G003,8,scattered,1,linear,0.9654,4.232,19.046
G003Day1Rest2.cnt,G003,8,scattered,1,spline,0.2726,34.725,0.765
G003Day1Rest2.cnt,G003,8,scattered,2,nearest,-0.1059,50.311,-4.605
G003Day1Rest2.cnt,G003,8,scattered,2,linear,0.9688,4.17,17.026
G003Day1Rest2.cnt,G003,8,scattered,2,spline,0.3443,25.598,1.264
G003Day1Rest2.cnt,G003,8,contiguous,1,nearest,-0.2058,39.593,-2.523
G003Day1Rest2.cnt,G003,8,contiguous,1,linear,0.9569,5.022,15.412
G003Day1Rest2.cnt,G003,8,contiguous,1,spline,-0.1283,35.386,-1.547
G003Day1Rest2.cnt,G003,8,contiguous,2,nearest,0.7815,17.944,6.558
G003Day1Rest2.cnt,G003,8,contiguous,2,linear,0.976,5.5,16.829
G003Day1Rest2.cnt,G003,8,contiguous,2,spline,0.6214,32.471,1.407
G003Day1Rest2.cnt,G003,16,scattered,1,nearest,0.3562,41.611,-1.234
G003Day1Rest2.cnt,G003,16,scattered,1,linear,0.977,4.379,18.321
G003Day1Rest2.cnt,G003,16,scattered,1,spline,0.2329,36.836,-0.176
G003Day1Rest2.cnt,G003,16,scattered,2,nearest,0.1017,38.487,-3.48
G003Day1Rest2.cnt,G003,16,scattered,2,linear,0.9389,4.898,14.425
G003Day1Rest2.cnt,G003,16,scattered,2,spline,0.1536,28.804,-0.963
G003Day1Rest2.cnt,G003,16,contiguous,1,nearest,0.5276,30.787,1.023
G003Day1Rest2.cnt,G003,16,contiguous,1,linear,0.9343,6.903,14.009
G003Day1Rest2.cnt,G003,16,contiguous,1,spline,0.6868,35.361,-0.18
G003Day1Rest2.cnt,G003,16,contiguous,2,nearest,0.0569,40.35,-1.835
G003Day1Rest2.cnt,G003,16,contiguous,2,linear,0.9304,5.966,14.769
G003Day1Rest2.cnt,G003,16,contiguous,2,spline,0.4872,31.852,0.219
G003Day2Rest1.cnt,G003,2,scattered,1,nearest,0.4519,38.448,3.873
G003Day2Rest1.cnt,G003,2,scattered,1,linear,0.9936,3.586,24.479
G003Day2Rest1.cnt,G003,2,scattered,1,spline,0.7234,44.018,2.698
G003Day2Rest1.cnt,G003,2,scattered,2,nearest,0.3541,47.443,2.427
G003Day2Rest1.cnt,G003,2,scattered,2,linear,0.997,3.915,24.095
G003Day2Rest1.cnt,G003,2,scattered,2,spline,0.2781,94.967,-3.601
G003Day2Rest1.cnt,G003,2,contiguous,1,nearest,0.888,38.304,4.14
G003Day2Rest1.cnt,G003,2,contiguous,1,linear,0.9976,4.218,23.302
G003Day2Rest1.cnt,G003,2,contiguous,1,spline,0.3248,61.217,0.067
G003Day2Rest1.cnt,G003,2,contiguous,2,nearest,0.0387,71.627,-3.078
G003Day2Rest1.cnt,G003,2,contiguous,2,linear,0.9969,3.608,22.879
G003Day2Rest1.cnt,G003,2,contiguous,2,spline,0.3334,58.09,-1.258
G003Day2Rest1.cnt,G003,8,scattered,1,nearest,0.1775,79.055,-0.004
G003Day2Rest1.cnt,G003,8,scattered,1,linear,0.9921,8.65,19.214
G003Day2Rest1.cnt,G003,8,scattered,1,spline,-0.03,139.115,-4.912
G003Day2Rest1.cnt,G003,8,scattered,2,nearest,0.1891,458.98,-10.112
G003Day2Rest1.cnt,G003,8,scattered,2,linear,0.8949,128.633,0.937
G003Day2Rest1.cnt,G003,8,scattered,2,spline,-0.1131,341.951,-7.555
G003Day2Rest1.cnt,G003,8,contiguous,1,nearest,0.2852,439.548,-0.004
G003Day2Rest1.cnt,G003,8,contiguous,1,linear,0.865,437.026,0.046
G003Day2Rest1.cnt,G003,8,contiguous,1,spline,0.2425,439.385,-0.001
G003Day2Rest1.cnt,G003,8,contiguous,2,nearest,0.4752,55.6,-0.516
G003Day2Rest1.cnt,G003,8,contiguous,2,linear,0.995,5.827,19.077
G003Day2Rest1.cnt,G003,8,contiguous,2,spline,0.3309,66.317,-2.047
G003Day2Rest1.cnt,G003,16,scattered,1,nearest,0.1757,450.424,-12.442
G003Day2Rest1.cnt,G003,16,scattered,1,linear,0.9448,90.98,1.452
G003Day2Rest1.cnt,G003,16,scattered,1,spline,0.1878,183.17,-4.627
G003Day2Rest1.cnt,G003,16,scattered,2,nearest,0.2585,327.407,-9.391
G003Day2Rest1.cnt,G003,16,scattered,2,linear,0.9476,91.019,1.728
G003Day2Rest1.cnt,G003,16,scattered,2,spline,0.3616,150.812,-2.658
G003Day2Rest1.cnt,G003,16,contiguous,1,nearest,0.235,112.246,-6.557
G003Day2Rest1.cnt,G003,16,contiguous,1,linear,0.9859,6.547,18.126
G003Day2Rest1.cnt,G003,16,contiguous,1,spline,0.0894,132.324,-7.986
G003Day2Rest1.cnt,G003,16,contiguous,2,nearest,0.3157,312.986,-0.026
G003Day2Rest1.cnt,G003,16,contiguous,2,linear,0.8964,309.064,0.084
G003Day2Rest1.cnt,G003,16,contiguous,2,spline,0.4257,318.646,-0.182
G003Day2Rest2.cnt,G003,2,scattered,1,nearest,-0.0595,299.228,0.025
G003Day2Rest2.cnt,G003,2,scattered,1,linear,0.6754,283.499,0.494
G003Day2Rest2.cnt,G003,2,scattered,1,spline,0.3092,298.186,0.055
G003Day2Rest2.cnt,G003,2,scattered,2,nearest,0.77,15.404,7.341
G003Day2Rest2.cnt,G003,2,scattered,2,linear,0.9886,2.731,22.367
G003Day2Rest2.cnt,G003,2,scattered,2,spline,0.2148,74.255,-6.322
G003Day2Rest2.cnt,G003,2,contiguous,1,nearest,-0.3627,144.576,-10.249
G003Day2Rest2.cnt,G003,2,contiguous,1,linear,0.9981,2.942,23.581
G003Day2Rest2.cnt,G003,2,contiguous,1,spline,-0.5926,98.587,-6.924
G003Day2Rest2.cnt,G003,2,contiguous,2,nearest,0.767,15.163,5.744
G003Day2Rest2.cnt,G003,2,contiguous,2,linear,0.9839,3.336,18.896
G003Day2Rest2.cnt,G003,2,contiguous,2,spline,-0.0105,36.783,-1.953
G003Day2Rest2.cnt,G003,8,scattered,1,nearest,0.3585,344.844,-0.053
G003Day2Rest2.cnt,G003,8,scattered,1,linear,0.8805,336.223,0.167
G003Day2Rest2.cnt,G003,8,scattered,1,spline,-0.103,351.808,-0.227
G003Day2Rest2.cnt,G003,8,scattered,2,nearest,0.3301,73.748,-7.272
G003Day2Rest2.cnt,G003,8,scattered,2,linear,0.9688,5.176,15.803
G003Day2Rest2.cnt,G003,8,scattered,2,spline,0.1228,119.143,-11.438
G003Day2Rest2.cnt,G003,8,contiguous,1,nearest,0.1765,94.247,-3.209
G003Day2Rest2.cnt,G003,8,contiguous,1,linear,0.9937,3.901,24.453
G003Day2Rest2.cnt,G003,8,contiguous,1,spline,-0.0077,118.67,-5.21
G003Day2Rest2.cnt,G003,8,contiguous,2,nearest,-0.2108,103.015,-4.64
G003Day2Rest2.cnt,G003,8,contiguous,2,linear,0.9919,3.476,24.797
G003Day2Rest2.cnt,G003,8,contiguous,2,spline,-0.584,98.346,-4.237
G003Day2Rest2.cnt,G003,16,scattered,1,nearest,0.188,98.219,-3.652
G003Day2Rest2.cnt,G003,16,scattered,1,linear,0.9866,5.442,21.477
G003Day2Rest2.cnt,G003,16,scattered,1,spline,0.2275,86.386,-2.537
G003Day2Rest2.cnt,G003,16,scattered,2,nearest,0.154,141.477,-0.981
G003Day2Rest2.cnt,G003,16,scattered,2,linear,0.9496,100.303,2.007
G003Day2Rest2.cnt,G003,16,scattered,2,spline,0.2206,137.804,-0.752
G003Day2Rest2.cnt,G003,16,contiguous,1,nearest,0.3014,72.575,-2.653
G003Day2Rest2.cnt,G003,16,contiguous,1,linear,0.9537,8.74,15.733
G003Day2Rest2.cnt,G003,16,contiguous,1,spline,0.4518,302.747,-15.059
G003Day2Rest2.cnt,G003,16,contiguous,2,nearest,-0.2289,161.427,-2.233
G003Day2Rest2.cnt,G003,16,contiguous,2,linear,0.9522,100.337,1.897
G003Day2Rest2.cnt,G003,16,contiguous,2,spline,-0.1293,208.884,-4.472
G003Day3Rest1.cnt,G003,2,scattered,1,nearest,0.6491,64.371,-13.496
G003Day3Rest1.cnt,G003,2,scattered,1,linear,0.8478,5.265,8.251
G003Day3Rest1.cnt,G003,2,scattered,1,spline,0.679,38.471,-9.025
G003Day3Rest1.cnt,G003,2,scattered,2,nearest,0.9373,34.227,5.882
G003Day3Rest1.cnt,G003,2,scattered,2,linear,0.9136,4.873,22.814
G003Day3Rest1.cnt,G003,2,scattered,2,spline,0.144,68.419,-0.134
G003Day3Rest1.cnt,G003,2,contiguous,1,nearest,0.6648,61.15,0.416
G003Day3Rest1.cnt,G003,2,contiguous,1,linear,0.9986,2.999,26.605
G003Day3Rest1.cnt,G003,2,contiguous,1,spline,0.9095,51.976,1.828
G003Day3Rest1.cnt,G003,2,contiguous,2,nearest,0.8159,25.851,0.537
G003Day3Rest1.cnt,G003,2,contiguous,2,linear,0.8861,4.067,16.6
G003Day3Rest1.cnt,G003,2,contiguous,2,spline,0.8399,23.236,1.463
G003Day3Rest1.cnt,G003,8,scattered,1,nearest,0.3594,26.451,3.689
G003Day3Rest1.cnt,G003,8,scattered,1,linear,0.9796,3.479,21.308
G003Day3Rest1.cnt,G003,8,scattered,1,spline,0.6736,22.175,5.22
G003Day3Rest1.cnt,G003,8,scattered,2,nearest,0.6145,37.331,1.365
G003Day3Rest1.cnt,G003,8,scattered,2,linear,0.9508,5.858,17.451
G003Day3Rest1.cnt,G003,8,scattered,2,spline,0.269,45.425,-0.34
G003Day3Rest1.cnt,G003,8,contiguous,1,nearest,0.7317,29.486,3.376
G003Day3Rest1.cnt,G003,8,contiguous,1,linear,0.9772,3.851,21.056
G003Day3Rest1.cnt,G003,8,contiguous,1,spline,0.9153,23.608,5.307
G003Day3Rest1.cnt,G003,8,contiguous,2,nearest,0.0976,40.502,-3.584
G003Day3Rest1.cnt,G003,8,contiguous,2,linear,0.9539,4.973,14.633
G003Day3Rest1.cnt,G003,8,contiguous,2,spline,0.6128,28.159,-0.427
G003Day3Rest1.cnt,G003,16,scattered,1,nearest,0.3896,41.187,-0.267
G003Day3Rest1.cnt,G003,16,scattered,1,linear,0.9107,4.968,18.104
G003Day3Rest1.cnt,G003,16,scattered,1,spline,0.3786,41.201,-0.27
G003Day3Rest1.cnt,G003,16,scattered,2,nearest,0.3023,36.016,1.582
G003Day3Rest1.cnt,G003,16,scattered,2,linear,0.9822,4.202,20.241
G003Day3Rest1.cnt,G003,16,scattered,2,spline,0.6269,31.527,2.738
G003Day3Rest1.cnt,G003,16,contiguous,1,nearest,0.3398,26.425,1.871
G003Day3Rest1.cnt,G003,16,contiguous,1,linear,0.9355,5.04,16.264
G003Day3Rest1.cnt,G003,16,contiguous,1,spline,0.1387,42.564,-2.269
G003Day3Rest1.cnt,G003,16,contiguous,2,nearest,0.6548,46.541,0.617
G003Day3Rest1.cnt,G003,16,contiguous,2,linear,0.9122,6.22,18.098
G003Day3Rest1.cnt,G003,16,contiguous,2,spline,0.5699,45.402,0.832
G003Day3Rest2.cnt,G003,2,scattered,1,nearest,0.9834,1.583,16.373
G003Day3Rest2.cnt,G003,2,scattered,1,linear,0.9839,1.563,16.484
G003Day3Rest2.cnt,G003,2,scattered,1,spline,0.9603,2.437,12.623
G003Day3Rest2.cnt,G003,2,scattered,2,nearest,0.8535,3.801,5.794
G003Day3Rest2.cnt,G003,2,scattered,2,linear,0.9726,1.769,12.437
G003Day3Rest2.cnt,G003,2,scattered,2,spline,0.957,2.124,10.849
G003Day3Rest2.cnt,G003,2,contiguous,1,nearest,0.9754,1.703,14.273
G003Day3Rest2.cnt,G003,2,contiguous,1,linear,0.997,0.596,23.4
G003Day3Rest2.cnt,G003,2,contiguous,1,spline,0.9906,1.055,18.436
G003Day3Rest2.cnt,G003,2,contiguous,2,nearest,0.9754,1.703,14.273
G003Day3Rest2.cnt,G003,2,contiguous,2,linear,0.997,0.596,23.4
G003Day3Rest2.cnt,G003,2,contiguous,2,spline,0.9906,1.055,18.436
G003Day3Rest2.cnt,G003,8,scattered,1,nearest,0.8567,4.809,5.913
G003Day3Rest2.cnt,G003,8,scattered,1,linear,0.9721,1.999,13.539
G003Day3Rest2.cnt,G003,8,scattered,1,spline,0.9409,2.849,10.462
G003Day3Rest2.cnt,G003,8,scattered,2,nearest,0.8612,4.601,5.704
G003Day3Rest2.cnt,G003,8,scattered,2,linear,0.9835,1.411,15.97
G003Day3Rest2.cnt,G003,8,scattered,2,spline,0.9783,1.708,14.313
G003Day3Rest2.cnt,G003,8,contiguous,1,nearest,0.8705,4.453,7.052
G003Day3Rest2.cnt,G003,8,contiguous,1,linear,0.9648,2.337,12.653
G003Day3Rest2.cnt,G003,8,contiguous,1,spline,0.9449,3.044,10.357
G003Day3Rest2.cnt,G003,8,contiguous,2,nearest,0.8567,5.879,5.593
G003Day3Rest2.cnt,G003,8,contiguous,2,linear,0.9558,2.984,11.484
G003Day3Rest2.cnt,G003,8,contiguous,2,spline,0.9292,3.934,9.083
G003Day3Rest2.cnt,G003,16,scattered,1,nearest,0.8532,4.081,6.597
G003Day3Rest2.cnt,G003,16,scattered,1,linear,0.9693,1.834,13.546
G003Day3Rest2.cnt,G003,16,scattered,1,spline,0.9515,2.427,11.111
G003Day3Rest2.cnt,G003,16,scattered,2,nearest,0.8259,4.765,4.841
G003Day3Rest2.cnt,G003,16,scattered,2,linear,0.979,1.462,15.102
G003Day3Rest2.cnt,G003,16,scattered,2,spline,0.9536,2.316,11.107
G003Day3Rest2.cnt,G003,16,contiguous,1,nearest,0.8619,4.318,7.788
G003Day3Rest2.cnt,G003,16,contiguous,1,linear,0.974,2.009,14.433
G003Day3Rest2.cnt,G003,16,contiguous,1,spline,0.9653,2.774,11.631
G003Day3Rest2.cnt,G003,16,contiguous,2,nearest,0.7908,5.716,4.484
G003Day3Rest2.cnt,G003,16,contiguous,2,linear,0.9285,3.198,9.529
G003Day3Rest2.cnt,G003,16,contiguous,2,spline,0.9016,3.95,7.693
G003Day4Rest1.cnt,G003,2,scattered,1,nearest,0.7764,3.574,6.258
G003Day4Rest1.cnt,G003,2,scattered,1,linear,0.9625,2.057,11.057
G003Day4Rest1.cnt,G003,2,scattered,1,spline,0.955,2.143,10.702
G003Day4Rest1.cnt,G003,2,scattered,2,nearest,0.8837,2.844,7.157
G003Day4Rest1.cnt,G003,2,scattered,2,linear,0.9704,1.305,13.921
G003Day4Rest1.cnt,G003,2,scattered,2,spline,0.9614,1.515,12.627
G003Day4Rest1.cnt,G003,2,contiguous,1,nearest,0.8481,5.07,6.011
G003Day4Rest1.cnt,G003,2,contiguous,1,linear,0.9115,3.772,8.58
G003Day4Rest1.cnt,G003,2,contiguous,1,spline,0.8991,4.018,8.032
G003Day4Rest1.cnt,G003,2,contiguous,2,nearest,0.8666,4.103,5.913
G003Day4Rest1.cnt,G003,2,contiguous,2,linear,0.9151,3.378,7.602
G003Day4Rest1.cnt,G003,2,contiguous,2,spline,0.8816,3.812,6.552
G003Day4Rest1.cnt,G003,8,scattered,1,nearest,0.7896,4.909,3.062
G003Day4Rest1.cnt,G003,8,scattered,1,linear,0.9378,2.256,9.817
G003Day4Rest1.cnt,G003,8,scattered,1,spline,0.9146,2.721,8.189
G003Day4Rest1.cnt,G003,8,scattered,2,nearest,0.8986,3.521,6.609
G003Day4Rest1.cnt,G003,8,scattered,2,linear,0.9786,1.576,13.593
G003Day4Rest1.cnt,G003,8,scattered,2,spline,0.9688,1.904,11.948
G003Day4Rest1.cnt,G003,8,contiguous,1,nearest,0.7233,4.872,1.694
G003Day4Rest1.cnt,G003,8,contiguous,1,linear,0.9246,2.287,8.261
G003Day4Rest1.cnt,G003,8,contiguous,1,spline,0.8875,2.936,6.094
G003Day4Rest1.cnt,G003,8,contiguous,2,nearest,0.8257,3.788,5.471
G003Day4Rest1.cnt,G003,8,contiguous,2,linear,0.9696,1.684,12.512
G003Day4Rest1.cnt,G003,8,contiguous,2,spline,0.9589,1.887,11.523
G003Day4Rest1.cnt,G003,16,scattered,1,nearest,0.8034,5.028,3.19
G003Day4Rest1.cnt,G003,16,scattered,1,linear,0.9249,2.732,8.489
G003Day4Rest1.cnt,G003,16,scattered,1,spline,0.8825,3.454,6.452
G003Day4Rest1.cnt,G003,16,scattered,2,nearest,0.8037,4.083,4.403
G003Day4Rest1.cnt,G003,16,scattered,2,linear,0.9552,1.924,10.936
G003Day4Rest1.cnt,G003,16,scattered,2,spline,0.9174,2.616,8.27
G003Day4Rest1.cnt,G003,16,contiguous,1,nearest,0.7466,6.656,3.092
G003Day4Rest1.cnt,G003,16,contiguous,1,linear,0.9018,3.896,7.743
G003Day4Rest1.cnt,G003,16,contiguous,1,spline,0.7781,7.238,2.363
G003Day4Rest1.cnt,G003,16,contiguous,2,nearest,0.8177,4.422,5.287
G003Day4Rest1.cnt,G003,16,contiguous,2,linear,0.9616,2.182,11.422
G003Day4Rest1.cnt,G003,16,contiguous,2,spline,0.9472,2.532,10.132
G003Day4Rest2.cnt,G003,2,scattered,1,nearest,0.7437,7.061,2.553
G003Day4Rest2.cnt,G003,2,scattered,1,linear,0.841,5.527,4.68
G003Day4Rest2.cnt,G003,2,scattered,1,spline,0.7728,6.33,3.503
G003Day4Rest2.cnt,G003,2,scattered,2,nearest,0.9029,3.231,6.867
G003Day4Rest2.cnt,G003,2,scattered,2,linear,0.9723,1.56,13.193
G003Day4Rest2.cnt,G003,2,scattered,2,spline,0.9588,2.171,10.32
G003Day4Rest2.cnt,G003,2,contiguous,1,nearest,0.7471,4.726,0.285
G003Day4Rest2.cnt,G003,2,contiguous,1,linear,0.9885,0.693,16.963
G003Day4Rest2.cnt,G003,2,contiguous,1,spline,0.9852,0.821,15.489
G003Day4Rest2.cnt,G003,2,contiguous,2,nearest,0.9205,4.113,7.942
G003Day4Rest2.cnt,G003,2,contiguous,2,linear,0.9862,1.397,17.322
G003Day4Rest2.cnt,G003,2,contiguous,2,spline,0.9832,2.076,13.879
G003Day4Rest2.cnt,G003,8,scattered,1,nearest,0.881,3.715,6.74
G003Day4Rest2.cnt,G003,8,scattered,1,linear,0.9798,1.489,14.681
G003Day4Rest2.cnt,G003,8,scattered,1,spline,0.972,1.693,13.566
G003Day4Rest2.cnt,G003,8,scattered,2,nearest,0.8575,3.899,6.357
G003Day4Rest2.cnt,G003,8,scattered,2,linear,0.9774,1.776,13.186
G003Day4Rest2.cnt,G003,8,scattered,2,spline,0.9725,1.966,12.305
G003Day4Rest2.cnt,G003,8,contiguous,1,nearest,0.8353,4.533,4.678
G003Day4Rest2.cnt,G003,8,contiguous,1,linear,0.947,2.225,10.859
G003Day4Rest2.cnt,G003,8,contiguous,1,spline,0.9256,2.795,8.88
G003Day4Rest2.cnt,G003,8,contiguous,2,nearest,0.7916,4.294,4.934
G003Day4Rest2.cnt,G003,8,contiguous,2,linear,0.9772,1.435,14.454
G003Day4Rest2.cnt,G003,8,contiguous,2,spline,0.9759,1.488,14.142
G003Day4Rest2.cnt,G003,16,scattered,1,nearest,0.8506,4.133,5.683
G003Day4Rest2.cnt,G003,16,scattered,1,linear,0.9557,2.026,11.875
G003Day4Rest2.cnt,G003,16,scattered,1,spline,0.9409,2.393,10.429
G003Day4Rest2.cnt,G003,16,scattered,2,nearest,0.8687,4.0,6.456
G003Day4Rest2.cnt,G003,16,scattered,2,linear,0.9554,2.303,11.25
G003Day4Rest2.cnt,G003,16,scattered,2,spline,0.9271,2.947,9.11
G003Day4Rest2.cnt,G003,16,contiguous,1,nearest,0.815,4.43,5.189
G003Day4Rest2.cnt,G003,16,contiguous,1,linear,0.9484,2.283,10.948
G003Day4Rest2.cnt,G003,16,contiguous,1,spline,0.9048,3.654,6.863
G003Day4Rest2.cnt,G003,16,contiguous,2,nearest,0.8466,4.354,6.573
G003Day4Rest2.cnt,G003,16,contiguous,2,linear,0.9567,2.357,11.905
G003Day4Rest2.cnt,G003,16,contiguous,2,spline,0.9361,3.168,9.335
G004Day1Rest1.cnt,G004,2,scattered,1,nearest,0.997,236.641,-8.901
G004Day1Rest1.cnt,G004,2,scattered,1,linear,0.9972,4.417,25.679
G004Day1Rest1.cnt,G004,2,scattered,1,spline,0.9992,67.722,1.966
G004Day1Rest1.cnt,G004,2,scattered,2,nearest,0.9997,90.638,5.316
G004Day1Rest1.cnt,G004,2,scattered,2,linear,0.9988,7.026,27.528
G004Day1Rest1.cnt,G004,2,scattered,2,spline,0.0444,162.47,0.247
G004Day1Rest1.cnt,G004,2,contiguous,1,nearest,0.9997,47.35,11.131
G004Day1Rest1.cnt,G004,2,contiguous,1,linear,0.9989,6.869,27.9
G004Day1Rest1.cnt,G004,2,contiguous,1,spline,0.0251,169.649,0.047
G004Day1Rest1.cnt,G004,2,contiguous,2,nearest,0.9975,130.229,-0.843
G004Day1Rest1.cnt,G004,2,contiguous,2,linear,0.9974,6.755,24.858
G004Day1Rest1.cnt,G004,2,contiguous,2,spline,0.9981,113.944,0.317
G004Day1Rest1.cnt,G004,8,scattered,1,nearest,0.5309,112.823,1.397
G004Day1Rest1.cnt,G004,8,scattered,1,linear,0.994,5.552,27.556
G004Day1Rest1.cnt,G004,8,scattered,1,spline,-0.1062,137.683,-0.333
G004Day1Rest1.cnt,G004,8,scattered,2,nearest,0.4849,228.05,-3.628
G004Day1Rest1.cnt,G004,8,scattered,2,linear,0.9979,4.761,29.979
G004Day1Rest1.cnt,G004,8,scattered,2,spline,0.5042,148.315,0.109
G004Day1Rest1.cnt,G004,8,contiguous,1,nearest,0.7504,168.003,-0.427
G004Day1Rest1.cnt,G004,8,contiguous,1,linear,0.9986,4.755,30.537
G004Day1Rest1.cnt,G004,8,contiguous,1,spline,0.2471,199.182,-1.905
G004Day1Rest1.cnt,G004,8,contiguous,2,nearest,0.494,254.851,-1.574
G004Day1Rest1.cnt,G004,8,contiguous,2,linear,0.9986,7.114,29.509
G004Day1Rest1.cnt,G004,8,contiguous,2,spline,-0.1832,229.436,-0.662
G004Day1Rest1.cnt,G004,16,scattered,1,nearest,0.593,181.359,-1.31
G004Day1Rest1.cnt,G004,16,scattered,1,linear,0.9632,5.191,29.557
G004Day1Rest1.cnt,G004,16,scattered,1,spline,0.8343,109.659,3.06
G004Day1Rest1.cnt,G004,16,scattered,2,nearest,0.4711,229.118,-1.28
G004Day1Rest1.cnt,G004,16,scattered,2,linear,0.9625,5.284,31.462
G004Day1Rest1.cnt,G004,16,scattered,2,spline,0.5613,177.037,0.96
G004Day1Rest1.cnt,G004,16,contiguous,1,nearest,0.5008,204.082,-0.917
G004Day1Rest1.cnt,G004,16,contiguous,1,linear,0.9962,5.539,30.41
G004Day1Rest1.cnt,G004,16,contiguous,1,spline,0.6555,205.286,-0.968
G004Day1Rest1.cnt,G004,16,contiguous,2,nearest,0.6,142.389,2.139
G004Day1Rest1.cnt,G004,16,contiguous,2,linear,0.9688,6.356,29.146
G004Day1Rest1.cnt,G004,16,contiguous,2,spline,0.6625,213.752,-1.389
G004Day1Rest2.cnt,G004,2,scattered,1,nearest,-0.9569,216.589,-2.784
G004Day1Rest2.cnt,G004,2,scattered,1,linear,0.9882,4.17,31.527
G004Day1Rest2.cnt,G004,2,scattered,1,spline,0.993,82.557,5.594
G004Day1Rest2.cnt,G004,2,scattered,2,nearest,-0.3154,226.33,-23.875
G004Day1Rest2.cnt,G004,2,scattered,2,linear,0.6262,5.477,8.449
G004Day1Rest2.cnt,G004,2,scattered,2,spline,0.0285,34.828,-7.618
G004Day1Rest2.cnt,G004,2,contiguous,1,nearest,-0.6347,191.639,-6.178
G004Day1Rest2.cnt,G004,2,contiguous,1,linear,0.9879,8.486,20.897
G004Day1Rest2.cnt,G004,2,contiguous,1,spline,-0.9837,301.49,-10.114
G004Day1Rest2.cnt,G004,2,contiguous,2,nearest,0.9391,75.974,1.567
G004Day1Rest2.cnt,G004,2,contiguous,2,linear,0.9964,4.765,25.619
G004Day1Rest2.cnt,G004,2,contiguous,2,spline,0.9952,51.22,4.992
G004Day1Rest2.cnt,G004,8,scattered,1,nearest,0.709,147.112,1.508
G004Day1Rest2.cnt,G004,8,scattered,1,linear,0.9855,6.006,29.29
G004Day1Rest2.cnt,G004,8,scattered,1,spline,0.4973,170.015,0.251
