recording,subject,n_drop,pattern,trial,method,temporal_r,rmse_uv,sdr_db
G004Day1Rest2.cnt,G004,8,scattered,2,nearest,0.1135,198.58,-2.377
G004Day1Rest2.cnt,G004,8,scattered,2,linear,0.9353,5.353,29.009
G004Day1Rest2.cnt,G004,8,scattered,2,spline,0.726,115.657,2.318
G004Day1Rest2.cnt,G004,8,contiguous,1,nearest,0.227,181.426,1.135
G004Day1Rest2.cnt,G004,8,contiguous,1,linear,0.9186,7.246,29.107
G004Day1Rest2.cnt,G004,8,contiguous,1,spline,-0.2478,210.642,-0.162
G004Day1Rest2.cnt,G004,8,contiguous,2,nearest,0.0416,199.93,-2.022
G004Day1Rest2.cnt,G004,8,contiguous,2,linear,0.9872,5.173,29.721
G004Day1Rest2.cnt,G004,8,contiguous,2,spline,0.2497,177.14,-0.97
G004Day1Rest2.cnt,G004,16,scattered,1,nearest,0.4216,198.385,-1.307
G004Day1Rest2.cnt,G004,16,scattered,1,linear,0.9714,5.942,29.165
G004Day1Rest2.cnt,G004,16,scattered,1,spline,0.3768,139.673,1.741
G004Day1Rest2.cnt,G004,16,scattered,2,nearest,0.4483,155.463,-0.347
G004Day1Rest2.cnt,G004,16,scattered,2,linear,0.9884,5.933,28.02
G004Day1Rest2.cnt,G004,16,scattered,2,spline,0.2539,154.356,-0.285
G004Day1Rest2.cnt,G004,16,contiguous,1,nearest,0.2688,229.987,0.058
G004Day1Rest2.cnt,G004,16,contiguous,1,linear,0.9859,7.811,29.439
G004Day1Rest2.cnt,G004,16,contiguous,1,spline,-0.3959,243.159,-0.425
G004Day1Rest2.cnt,G004,16,contiguous,2,nearest,0.0026,302.628,-2.46
G004Day1Rest2.cnt,G004,16,contiguous,2,linear,0.9826,8.354,28.72
G004Day1Rest2.cnt,G004,16,contiguous,2,spline,-0.1333,363.329,-4.048
G004Day2Rest1.cnt,G004,2,scattered,1,nearest,-0.0013,1791.393,-3.798
G004Day2Rest1.cnt,G004,2,scattered,1,linear,0.9951,15.59,37.409
G004Day2Rest1.cnt,G004,2,scattered,1,spline,-0.0467,1402.054,-1.67
G004Day2Rest1.cnt,G004,2,scattered,2,nearest,0.0088,823.734,0.397
G004Day2Rest1.cnt,G004,2,scattered,2,linear,0.9996,13.493,36.11
G004Day2Rest1.cnt,G004,2,scattered,2,spline,0.0238,797.67,0.676
G004Day2Rest1.cnt,G004,2,contiguous,1,nearest,0.9465,569.964,-2.601
G004Day2Rest1.cnt,G004,2,contiguous,1,linear,0.9397,12.363,30.674
G004Day2Rest1.cnt,G004,2,contiguous,1,spline,-0.9296,832.505,-5.892
G004Day2Rest1.cnt,G004,2,contiguous,2,nearest,0.2594,450.366,-2.435
G004Day2Rest1.cnt,G004,2,contiguous,2,linear,0.9954,14.904,27.17
G004Day2Rest1.cnt,G004,2,contiguous,2,spline,-0.0027,969.871,-9.098
G004Day2Rest1.cnt,G004,8,scattered,1,nearest,0.4965,1259.271,-1.659
G004Day2Rest1.cnt,G004,8,scattered,1,linear,0.9966,21.276,33.786
G004Day2Rest1.cnt,G004,8,scattered,1,spline,0.2484,1171.106,-1.028
G004Day2Rest1.cnt,G004,8,scattered,2,nearest,0.2568,772.99,-2.154
G004Day2Rest1.cnt,G004,8,scattered,2,linear,0.9973,21.834,28.827
G004Day2Rest1.cnt,G004,8,scattered,2,spline,-0.7087,978.719,-4.203
G004Day2Rest1.cnt,G004,8,contiguous,1,nearest,0.2496,1413.232,-2.434
G004Day2Rest1.cnt,G004,8,contiguous,1,linear,0.9982,20.431,34.365
G004Day2Rest1.cnt,G004,8,contiguous,1,spline,0.2501,1085.584,-0.143
G004Day2Rest1.cnt,G004,8,contiguous,2,nearest,0.0582,1054.982,-2.114
G004Day2Rest1.cnt,G004,8,contiguous,2,linear,0.9413,17.638,33.422
G004Day2Rest1.cnt,G004,8,contiguous,2,spline,0.2437,818.955,0.085
G004Day2Rest1.cnt,G004,16,scattered,1,nearest,0.3051,886.218,-1.089
G004Day2Rest1.cnt,G004,16,scattered,1,linear,0.9796,16.457,33.535
G004Day2Rest1.cnt,G004,16,scattered,1,spline,-0.0837,1040.422,-2.482
G004Day2Rest1.cnt,G004,16,scattered,2,nearest,0.1626,1077.566,-2.342
G004Day2Rest1.cnt,G004,16,scattered,2,linear,0.9938,22.348,31.322
G004Day2Rest1.cnt,G004,16,scattered,2,spline,0.0067,974.582,-1.469
G004Day2Rest1.cnt,G004,16,contiguous,1,nearest,0.2775,1075.258,-4.128
G004Day2Rest1.cnt,G004,16,contiguous,1,linear,0.9702,30.39,26.848
G004Day2Rest1.cnt,G004,16,contiguous,1,spline,0.2777,1055.598,-3.968
G004Day2Rest1.cnt,G004,16,contiguous,2,nearest,-0.631,1396.36,-5.179
G004Day2Rest1.cnt,G004,16,contiguous,2,linear,0.8399,29.678,28.272
G004Day2Rest1.cnt,G004,16,contiguous,2,spline,-0.0956,990.041,-2.192
G004Day2Rest2.cnt,G004,2,scattered,1,nearest,0.2758,247.426,3.623
G004Day2Rest2.cnt,G004,2,scattered,1,linear,0.9984,15.879,27.475
G004Day2Rest2.cnt,G004,2,scattered,1,spline,0.002,516.582,-2.771
G004Day2Rest2.cnt,G004,2,scattered,2,nearest,0.9734,383.155,0.881
G004Day2Rest2.cnt,G004,2,scattered,2,linear,0.9994,8.642,33.816
G004Day2Rest2.cnt,G004,2,scattered,2,spline,0.052,342.774,1.848
G004Day2Rest2.cnt,G004,2,contiguous,1,nearest,0.9959,422.439,-7.726
G004Day2Rest2.cnt,G004,2,contiguous,1,linear,0.9974,8.13,26.587
G004Day2Rest2.cnt,G004,2,contiguous,1,spline,0.0159,198.691,-1.174
G004Day2Rest2.cnt,G004,2,contiguous,2,nearest,0.9853,864.426,0.84
G004Day2Rest2.cnt,G004,2,contiguous,2,linear,0.9841,7.507,42.065
G004Day2Rest2.cnt,G004,2,contiguous,2,spline,0.9862,851.895,0.967
G004Day2Rest2.cnt,G004,8,scattered,1,nearest,-0.083,720.981,-2.667
G004Day2Rest2.cnt,G004,8,scattered,1,linear,0.9332,15.892,30.468
G004Day2Rest2.cnt,G004,8,scattered,1,spline,0.6432,526.833,0.058
G004Day2Rest2.cnt,G004,8,scattered,2,nearest,0.2619,827.964,-3.486
G004Day2Rest2.cnt,G004,8,scattered,2,linear,0.9527,11.053,34.005
G004Day2Rest2.cnt,G004,8,scattered,2,spline,-0.3705,658.012,-1.49
G004Day2Rest2.cnt,G004,8,contiguous,1,nearest,0.0789,723.039,-0.033
G004Day2Rest2.cnt,G004,8,contiguous,1,linear,0.98,11.254,36.124
G004Day2Rest2.cnt,G004,8,contiguous,1,spline,0.307,600.125,1.586
G004Day2Rest2.cnt,G004,8,contiguous,2,nearest,0.2502,660.921,-1.039
G004Day2Rest2.cnt,G004,8,contiguous,2,linear,0.9927,10.846,34.659
G004Day2Rest2.cnt,G004,8,contiguous,2,spline,0.2689,577.448,0.134
G004Day2Rest2.cnt,G004,16,scattered,1,nearest,0.2481,742.468,-3.608
G004Day2Rest2.cnt,G004,16,scattered,1,linear,0.8593,19.645,27.94
G004Day2Rest2.cnt,G004,16,scattered,1,spline,0.2078,607.919,-1.872
G004Day2Rest2.cnt,G004,16,scattered,2,nearest,0.3222,634.76,-1.786
G004Day2Rest2.cnt,G004,16,scattered,2,linear,0.9805,16.979,29.668
G004Day2Rest2.cnt,G004,16,scattered,2,spline,0.019,596.081,-1.24
G004Day2Rest2.cnt,G004,16,contiguous,1,nearest,0.0148,1026.588,-2.365
G004Day2Rest2.cnt,G004,16,contiguous,1,linear,0.9108,19.747,31.953
G004Day2Rest2.cnt,G004,16,contiguous,1,spline,-0.2868,920.473,-1.417
G004Day2Rest2.cnt,G004,16,contiguous,2,nearest,0.0224,726.984,-2.535
G004Day2Rest2.cnt,G004,16,contiguous,2,linear,0.9274,18.919,29.158
G004Day2Rest2.cnt,G004,16,contiguous,2,spline,0.3092,816.256,-3.541
G004Day3Rest1.cnt,G004,2,scattered,1,nearest,0.3533,97.671,6.032
G004Day3Rest1.cnt,G004,2,scattered,1,linear,0.9977,5.622,30.829
G004Day3Rest1.cnt,G004,2,scattered,1,spline,0.0457,161.718,1.653
G004Day3Rest1.cnt,G004,2,scattered,2,nearest,-0.0815,229.832,-3.916
G004Day3Rest1.cnt,G004,2,scattered,2,linear,0.9721,13.585,20.651
G004Day3Rest1.cnt,G004,2,scattered,2,spline,0.3131,144.563,0.111
G004Day3Rest1.cnt,G004,2,contiguous,1,nearest,0.2831,138.684,1.319
G004Day3Rest1.cnt,G004,2,contiguous,1,linear,0.9935,13.941,21.274
G004Day3Rest1.cnt,G004,2,contiguous,1,spline,0.5554,152.511,0.494
G004Day3Rest1.cnt,G004,2,contiguous,2,nearest,0.0358,254.87,-3.258
G004Day3Rest1.cnt,G004,2,contiguous,2,linear,0.9856,16.716,20.406
G004Day3Rest1.cnt,G004,2,contiguous,2,spline,-0.4214,263.419,-3.545
G004Day3Rest1.cnt,G004,8,scattered,1,nearest,0.2401,266.413,-4.179
G004Day3Rest1.cnt,G004,8,scattered,1,linear,0.9833,11.138,23.396
G004Day3Rest1.cnt,G004,8,scattered,1,spline,-0.046,221.08,-2.558
G004Day3Rest1.cnt,G004,8,scattered,2,nearest,0.102,212.899,-3.829
G004Day3Rest1.cnt,G004,8,scattered,2,linear,0.9744,12.204,21.005
G004Day3Rest1.cnt,G004,8,scattered,2,spline,0.4725,129.909,0.462
G004Day3Rest1.cnt,G004,8,contiguous,1,nearest,-0.076,531.573,-12.454
G004Day3Rest1.cnt,G004,8,contiguous,1,linear,0.9864,12.328,20.239
G004Day3Rest1.cnt,G004,8,contiguous,1,spline,-0.2272,342.589,-8.639
G004Day3Rest1.cnt,G004,8,contiguous,2,nearest,0.0427,307.716,-1.708
G004Day3Rest1.cnt,G004,8,contiguous,2,linear,0.9937,13.859,25.221
G004Day3Rest1.cnt,G004,8,contiguous,2,spline,0.3294,213.276,1.476
G004Day3Rest1.cnt,G004,16,scattered,1,nearest,-0.1512,432.645,-1.299
G004Day3Rest1.cnt,G004,16,scattered,1,linear,0.9277,334.241,0.942
G004Day3Rest1.cnt,G004,16,scattered,1,spline,0.0599,380.591,-0.186
G004Day3Rest1.cnt,G004,16,scattered,2,nearest,0.2,224.853,-4.874
G004Day3Rest1.cnt,G004,16,scattered,2,linear,0.9703,28.55,13.052
G004Day3Rest1.cnt,G004,16,scattered,2,spline,0.1145,257.811,-6.062
G004Day3Rest1.cnt,G004,16,contiguous,1,nearest,0.1573,377.673,-0.335
G004Day3Rest1.cnt,G004,16,contiguous,1,linear,0.9091,335.252,0.7
G004Day3Rest1.cnt,G004,16,contiguous,1,spline,0.1443,403.159,-0.902
G004Day3Rest1.cnt,G004,16,contiguous,2,nearest,0.3312,237.77,-0.828
G004Day3Rest1.cnt,G004,16,contiguous,2,linear,0.9935,12.204,24.965
G004Day3Rest1.cnt,G004,16,contiguous,2,spline,0.3574,240.093,-0.912
G004Day3Rest2.cnt,G004,2,scattered,1,nearest,-0.6645,591.77,-1.419
G004Day3Rest2.cnt,G004,2,scattered,1,linear,0.9892,14.294,30.921
G004Day3Rest2.cnt,G004,2,scattered,1,spline,0.7033,305.826,4.315
G004Day3Rest2.cnt,G004,2,scattered,2,nearest,0.247,371.137,1.746
G004Day3Rest2.cnt,G004,2,scattered,2,linear,0.999,9.633,33.462
G004Day3Rest2.cnt,G004,2,scattered,2,spline,0.4856,310.92,3.284
G004Day3Rest2.cnt,G004,2,contiguous,1,nearest,-0.7778,1273.966,-10.81
G004Day3Rest2.cnt,G004,2,contiguous,1,linear,0.9952,9.724,31.536
G004Day3Rest2.cnt,G004,2,contiguous,1,spline,-0.3609,586.768,-4.076
G004Day3Rest2.cnt,G004,2,contiguous,2,nearest,-0.4364,697.661,-4.807
G004Day3Rest2.cnt,G004,2,contiguous,2,linear,0.8988,24.974,24.116
G004Day3Rest2.cnt,G004,2,contiguous,2,spline,-0.3463,788.76,-5.873
G004Day3Rest2.cnt,G004,8,scattered,1,nearest,0.1412,715.585,-6.89
G004Day3Rest2.cnt,G004,8,scattered,1,linear,0.943,22.764,23.059
G004Day3Rest2.cnt,G004,8,scattered,1,spline,0.2745,410.073,-2.054
G004Day3Rest2.cnt,G004,8,scattered,2,nearest,0.3822,488.471,-0.416
G004Day3Rest2.cnt,G004,8,scattered,2,linear,0.8813,31.6,23.368
G004Day3Rest2.cnt,G004,8,scattered,2,spline,0.366,435.816,0.575
G004Day3Rest2.cnt,G004,8,contiguous,1,nearest,-0.1525,792.246,-7.509
G004Day3Rest2.cnt,G004,8,contiguous,1,linear,0.9336,25.444,22.357
G004Day3Rest2.cnt,G004,8,contiguous,1,spline,-0.5125,703.312,-6.474
G004Day3Rest2.cnt,G004,8,contiguous,2,nearest,-0.0694,748.5,-5.901
G004Day3Rest2.cnt,G004,8,contiguous,2,linear,0.9791,29.205,22.274
G004Day3Rest2.cnt,G004,8,contiguous,2,spline,-0.1258,736.738,-5.763
G004Day3Rest2.cnt,G004,16,scattered,1,nearest,0.1945,704.266,-3.371
G004Day3Rest2.cnt,G004,16,scattered,1,linear,0.9509,26.013,25.28
G004Day3Rest2.cnt,G004,16,scattered,1,spline,0.1562,536.911,-1.014
G004Day3Rest2.cnt,G004,16,scattered,2,nearest,0.0117,649.366,-3.202
G004Day3Rest2.cnt,G004,16,scattered,2,linear,0.9707,27.25,24.34
G004Day3Rest2.cnt,G004,16,scattered,2,spline,-0.0461,625.773,-2.881
G004Day3Rest2.cnt,G004,16,contiguous,1,nearest,0.4335,461.956,-0.358
G004Day3Rest2.cnt,G004,16,contiguous,1,linear,0.9451,26.797,24.372
G004Day3Rest2.cnt,G004,16,contiguous,1,spline,0.2492,699.38,-3.96
G004Day3Rest2.cnt,G004,16,contiguous,2,nearest,0.2882,694.335,-3.325
G004Day3Rest2.cnt,G004,16,contiguous,2,linear,0.9456,25.551,25.358
G004Day3Rest2.cnt,G004,16,contiguous,2,spline,0.2971,639.239,-2.607
G004Day4Rest1.cnt,G004,2,scattered,1,nearest,-0.5023,49.815,-6.342
G004Day4Rest1.cnt,G004,2,scattered,1,linear,0.8583,4.666,14.225
G004Day4Rest1.cnt,G004,2,scattered,1,spline,-0.295,35.661,-3.439
G004Day4Rest1.cnt,G004,2,scattered,2,nearest,0.7956,12.179,-2.674
G004Day4Rest1.cnt,G004,2,scattered,2,linear,0.9541,2.115,12.534
G004Day4Rest1.cnt,G004,2,scattered,2,spline,0.751,11.294,-2.018
G004Day4Rest1.cnt,G004,2,contiguous,1,nearest,0.6646,7.678,-1.773
G004Day4Rest1.cnt,G004,2,contiguous,1,linear,0.945,1.958,10.093
G004Day4Rest1.cnt,G004,2,contiguous,1,spline,0.8249,5.962,0.423
G004Day4Rest1.cnt,G004,2,contiguous,2,nearest,0.4464,22.949,-11.752
G004Day4Rest1.cnt,G004,2,contiguous,2,linear,0.8973,2.44,7.715
G004Day4Rest1.cnt,G004,2,contiguous,2,spline,0.7887,7.857,-2.442
G004Day4Rest1.cnt,G004,8,scattered,1,nearest,0.5977,19.05,-5.375
G004Day4Rest1.cnt,G004,8,scattered,1,linear,0.8593,3.208,10.097
G004Day4Rest1.cnt,G004,8,scattered,1,spline,0.7926,9.025,1.114
G004Day4Rest1.cnt,G004,8,scattered,2,nearest,0.7015,12.051,1.071
G004Day4Rest1.cnt,G004,8,scattered,2,linear,0.9541,2.281,15.528
G004Day4Rest1.cnt,G004,8,scattered,2,spline,0.7903,10.509,2.26
G004Day4Rest1.cnt,G004,8,contiguous,1,nearest,0.7858,14.839,1.07
G004Day4Rest1.cnt,G004,8,contiguous,1,linear,0.9258,3.221,14.337
G004Day4Rest1.cnt,G004,8,contiguous,1,spline,0.6387,16.685,0.051
G004Day4Rest1.cnt,G004,8,contiguous,2,nearest,0.7741,18.188,-1.735
G004Day4Rest1.cnt,G004,8,contiguous,2,linear,0.8889,4.278,10.836
G004Day4Rest1.cnt,G004,8,contiguous,2,spline,0.8462,16.175,-0.716
G004Day4Rest1.cnt,G004,16,scattered,1,nearest,0.7346,14.432,0.281
G004Day4Rest1.cnt,G004,16,scattered,1,linear,0.9046,3.479,12.639
G004Day4Rest1.cnt,G004,16,scattered,1,spline,0.7129,15.528,-0.354
G004Day4Rest1.cnt,G004,16,scattered,2,nearest,0.5842,15.666,-0.443
G004Day4Rest1.cnt,G004,16,scattered,2,linear,0.8711,2.986,13.956
G004Day4Rest1.cnt,G004,16,scattered,2,spline,0.665,15.227,-0.197
G004Day4Rest1.cnt,G004,16,contiguous,1,nearest,0.5596,23.469,-1.841
G004Day4Rest1.cnt,G004,16,contiguous,1,linear,0.9029,4.472,12.56
G004Day4Rest1.cnt,G004,16,contiguous,1,spline,0.5225,22.785,-1.584
G004Day4Rest1.cnt,G004,16,contiguous,2,nearest,0.7065,16.979,0.143
G004Day4Rest1.cnt,G004,16,contiguous,2,linear,0.8926,4.674,11.347
G004Day4Rest1.cnt,G004,16,contiguous,2,spline,0.8225,22.979,-2.486
G004Day4Rest2.cnt,G004,2,scattered,1,nearest,0.0051,237.018,1.291
G004Day4Rest2.cnt,G004,2,scattered,1,linear,0.9975,5.805,33.511
G004Day4Rest2.cnt,G004,2,scattered,1,spline,0.0035,271.876,0.099
G004Day4Rest2.cnt,G004,2,scattered,2,nearest,-0.9964,535.932,-5.048
G004Day4Rest2.cnt,G004,2,scattered,2,linear,0.9996,5.092,35.396
G004Day4Rest2.cnt,G004,2,scattered,2,spline,-0.9395,326.479,-0.743
G004Day4Rest2.cnt,G004,2,contiguous,1,nearest,0.0024,253.181,-6.992
G004Day4Rest2.cnt,G004,2,contiguous,1,linear,0.9989,3.443,30.337
G004Day4Rest2.cnt,G004,2,contiguous,1,spline,0.0017,275.994,-7.741
G004Day4Rest2.cnt,G004,2,contiguous,2,nearest,0.0001,492.063,-2.317
G004Day4Rest2.cnt,G004,2,contiguous,2,linear,0.9994,7.37,34.174
G004Day4Rest2.cnt,G004,2,contiguous,2,spline,-0.9975,525.887,-2.895
G004Day4Rest2.cnt,G004,8,scattered,1,nearest,-0.1569,330.771,-0.737
G004Day4Rest2.cnt,G004,8,scattered,1,linear,0.9801,6.076,33.981
G004Day4Rest2.cnt,G004,8,scattered,1,spline,-0.2218,302.337,0.043
G004Day4Rest2.cnt,G004,8,scattered,2,nearest,0.1048,326.822,-0.073
G004Day4Rest2.cnt,G004,8,scattered,2,linear,0.9969,6.543,33.897
G004Day4Rest2.cnt,G004,8,scattered,2,spline,0.0207,300.626,0.653
G004Day4Rest2.cnt,G004,8,contiguous,1,nearest,0.014,317.544,-2.495
G004Day4Rest2.cnt,G004,8,contiguous,1,linear,0.9577,7.03,30.602
G004Day4Rest2.cnt,G004,8,contiguous,1,spline,-0.6963,379.155,-4.035
G004Day4Rest2.cnt,G004,8,contiguous,2,nearest,-0.4887,355.082,-5.07
G004Day4Rest2.cnt,G004,8,contiguous,2,linear,0.9557,7.246,28.735
G004Day4Rest2.cnt,G004,8,contiguous,2,spline,-0.1432,276.394,-2.894
G004Day4Rest2.cnt,G004,16,scattered,1,nearest,-0.1031,333.435,-2.935
G004Day4Rest2.cnt,G004,16,scattered,1,linear,0.9825,6.103,31.814
G004Day4Rest2.cnt,G004,16,scattered,1,spline,0.2196,271.589,-1.153
G004Day4Rest2.cnt,G004,16,scattered,2,nearest,-0.454,329.024,-3.039
G004Day4Rest2.cnt,G004,16,scattered,2,linear,0.9854,6.889,30.541
G004Day4Rest2.cnt,G004,16,scattered,2,spline,-0.0697,304.686,-2.372
G004Day4Rest2.cnt,G004,16,contiguous,1,nearest,-0.2252,337.884,-3.531
G004Day4Rest2.cnt,G004,16,contiguous,1,linear,0.9298,8.32,28.642
G004Day4Rest2.cnt,G004,16,contiguous,1,spline,-0.2461,413.717,-5.29
G004Day4Rest2.cnt,G004,16,contiguous,2,nearest,-0.2252,337.884,-3.531
G004Day4Rest2.cnt,G004,16,contiguous,2,linear,0.9298,8.32,28.642
G004Day4Rest2.cnt,G004,16,contiguous,2,spline,-0.2461,413.717,-5.29
G005Day1Rest1.cnt,G005,2,scattered,1,nearest,0.9113,5.189,6.707
G005Day1Rest1.cnt,G005,2,scattered,1,linear,0.9342,4.51,7.925
G005Day1Rest1.cnt,G005,2,scattered,1,spline,0.9441,3.801,9.411
G005Day1Rest1.cnt,G005,2,scattered,2,nearest,0.8913,4.654,6.824
G005Day1Rest1.cnt,G005,2,scattered,2,linear,0.9601,3.275,9.877
G005Day1Rest1.cnt,G005,2,scattered,2,spline,0.9584,2.848,11.09
G005Day1Rest1.cnt,G005,2,contiguous,1,nearest,0.8781,5.205,5.986
G005Day1Rest1.cnt,G005,2,contiguous,1,linear,0.991,1.239,18.451
G005Day1Rest1.cnt,G005,2,contiguous,1,spline,0.9874,1.649,15.972
G005Day1Rest1.cnt,G005,2,contiguous,2,nearest,0.7328,5.248,1.995
G005Day1Rest1.cnt,G005,2,contiguous,2,linear,0.9829,1.186,14.914
G005Day1Rest1.cnt,G005,2,contiguous,2,spline,0.9815,1.313,14.033
G005Day1Rest1.cnt,G005,8,scattered,1,nearest,0.8715,5.466,5.222
G005Day1Rest1.cnt,G005,8,scattered,1,linear,0.9673,2.549,11.849
G005Day1Rest1.cnt,G005,8,scattered,1,spline,0.9583,2.947,10.589
G005Day1Rest1.cnt,G005,8,scattered,2,nearest,0.8319,4.798,4.587
G005Day1Rest1.cnt,G005,8,scattered,2,linear,0.9179,3.06,8.495
G005Day1Rest1.cnt,G005,8,scattered,2,spline,0.9345,2.846,9.123
G005Day1Rest1.cnt,G005,8,contiguous,1,nearest,0.7904,5.404,4.237
G005Day1Rest1.cnt,G005,8,contiguous,1,linear,0.8906,3.668,7.603
G005Day1Rest1.cnt,G005,8,contiguous,1,spline,0.892,4.285,6.252
G005Day1Rest1.cnt,G005,8,contiguous,2,nearest,0.8329,6.261,5.175
G005Day1Rest1.cnt,G005,8,contiguous,2,linear,0.9455,3.269,10.818
G005Day1Rest1.cnt,G005,8,contiguous,2,spline,0.9407,3.846,9.407
G005Day1Rest1.cnt,G005,16,scattered,1,nearest,0.8696,4.867,5.868
G005Day1Rest1.cnt,G005,16,scattered,1,linear,0.9494,3.036,9.966
G005Day1Rest1.cnt,G005,16,scattered,1,spline,0.9501,2.976,10.141
G005Day1Rest1.cnt,G005,16,scattered,2,nearest,0.8159,5.442,4.799
G005Day1Rest1.cnt,G005,16,scattered,2,linear,0.9405,2.967,10.068
G005Day1Rest1.cnt,G005,16,scattered,2,spline,0.9345,3.112,9.654
G005Day1Rest1.cnt,G005,16,contiguous,1,nearest,0.7632,6.194,4.032
G005Day1Rest1.cnt,G005,16,contiguous,1,linear,0.9035,4.091,7.636
G005Day1Rest1.cnt,G005,16,contiguous,1,spline,0.8378,5.898,4.458
G005Day1Rest1.cnt,G005,16,contiguous,2,nearest,0.7509,6.409,2.881
G005Day1Rest1.cnt,G005,16,contiguous,2,linear,0.9268,3.186,8.952
G005Day1Rest1.cnt,G005,16,contiguous,2,spline,0.9131,3.577,7.947
G005Day1Rest2.cnt,G005,2,scattered,1,nearest,0.9064,5.38,7.064
G005Day1Rest2.cnt,G005,2,scattered,1,linear,0.9868,2.028,15.537
G005Day1Rest2.cnt,G005,2,scattered,1,spline,0.9584,3.687,10.347
G005Day1Rest2.cnt,G005,2,scattered,2,nearest,0.8678,4.612,7.311
G005Day1Rest2.cnt,G005,2,scattered,2,linear,0.9756,2.082,14.221
G005Day1Rest2.cnt,G005,2,scattered,2,spline,0.9568,2.569,12.394
G005Day1Rest2.cnt,G005,2,contiguous,1,nearest,0.7358,6.804,0.345
G005Day1Rest2.cnt,G005,2,contiguous,1,linear,0.9844,1.23,15.202
G005Day1Rest2.cnt,G005,2,contiguous,1,spline,0.9669,2.089,10.602
G005Day1Rest2.cnt,G005,2,contiguous,2,nearest,0.8704,4.193,4.927
G005Day1Rest2.cnt,G005,2,contiguous,2,linear,0.9625,2.039,11.19
G005Day1Rest2.cnt,G005,2,contiguous,2,spline,0.9436,2.628,8.984
G005Day1Rest2.cnt,G005,8,scattered,1,nearest,0.8494,5.034,4.136
G005Day1Rest2.cnt,G005,8,scattered,1,linear,0.9771,1.919,12.512
G005Day1Rest2.cnt,G005,8,scattered,1,spline,0.9636,2.339,10.791
G005Day1Rest2.cnt,G005,8,scattered,2,nearest,0.8317,5.058,5.27
G005Day1Rest2.cnt,G005,8,scattered,2,linear,0.9518,2.535,11.269
G005Day1Rest2.cnt,G005,8,scattered,2,spline,0.9304,3.261,9.083
G005Day1Rest2.cnt,G005,8,contiguous,1,nearest,0.8135,4.896,3.086
G005Day1Rest2.cnt,G005,8,contiguous,1,linear,0.962,1.839,11.593
G005Day1Rest2.cnt,G005,8,contiguous,1,spline,0.9537,2.081,10.517
G005Day1Rest2.cnt,G005,8,contiguous,2,nearest,0.8009,7.082,4.266
G005Day1Rest2.cnt,G005,8,contiguous,2,linear,0.9313,3.952,9.334
G005Day1Rest2.cnt,G005,8,contiguous,2,spline,0.9045,4.962,7.356
G005Day1Rest2.cnt,G005,16,scattered,1,nearest,0.8447,4.52,4.609
G005Day1Rest2.cnt,G005,16,scattered,1,linear,0.9553,2.284,10.539
G005Day1Rest2.cnt,G005,16,scattered,1,spline,0.9383,2.763,8.885
G005Day1Rest2.cnt,G005,16,scattered,2,nearest,0.8365,5.688,4.924
G005Day1Rest2.cnt,G005,16,scattered,2,linear,0.9643,2.273,12.891
G005Day1Rest2.cnt,G005,16,scattered,2,spline,0.9507,3.065,10.295
G005Day1Rest2.cnt,G005,16,contiguous,1,nearest,0.8219,7.408,4.809
G005Day1Rest2.cnt,G005,16,contiguous,1,linear,0.9096,5.108,8.039
G005Day1Rest2.cnt,G005,16,contiguous,1,spline,0.9046,5.683,7.112
G005Day1Rest2.cnt,G005,16,contiguous,2,nearest,0.8011,6.835,4.342
G005Day1Rest2.cnt,G005,16,contiguous,2,linear,0.9275,4.547,7.882
G005Day1Rest2.cnt,G005,16,contiguous,2,spline,0.9223,4.631,7.724
G005Day2Rest1.cnt,G005,2,scattered,1,nearest,0.9082,5.789,4.772
G005Day2Rest1.cnt,G005,2,scattered,1,linear,0.9587,2.594,11.746
G005Day2Rest1.cnt,G005,2,scattered,1,spline,0.957,2.793,11.101
G005Day2Rest1.cnt,G005,2,scattered,2,nearest,0.7708,6.699,3.813
G005Day2Rest1.cnt,G005,2,scattered,2,linear,0.993,1.25,18.398
G005Day2Rest1.cnt,G005,2,scattered,2,spline,0.9848,2.03,14.185
G005Day2Rest1.cnt,G005,2,contiguous,1,nearest,0.8985,5.316,8.374
G005Day2Rest1.cnt,G005,2,contiguous,1,linear,0.9473,3.672,11.586
G005Day2Rest1.cnt,G005,2,contiguous,1,spline,0.9451,3.88,11.108
G005Day2Rest1.cnt,G005,2,contiguous,2,nearest,0.7551,5.416,2.749
G005Day2Rest1.cnt,G005,2,contiguous,2,linear,0.9101,3.178,7.38
G005Day2Rest1.cnt,G005,2,contiguous,2,spline,0.8961,3.417,6.751
G005Day2Rest1.cnt,G005,8,scattered,1,nearest,0.8632,5.84,4.624
G005Day2Rest1.cnt,G005,8,scattered,1,linear,0.9592,2.603,11.644
G005Day2Rest1.cnt,G005,8,scattered,1,spline,0.9496,3.117,10.078
G005Day2Rest1.cnt,G005,8,scattered,2,nearest,0.864,4.685,5.397
G005Day2Rest1.cnt,G005,8,scattered,2,linear,0.987,1.327,16.351
G005Day2Rest1.cnt,G005,8,scattered,2,spline,0.9712,2.259,11.733
G005Day2Rest1.cnt,G005,8,contiguous,1,nearest,0.8061,7.193,4.23
G005Day2Rest1.cnt,G005,8,contiguous,1,linear,0.9368,4.112,9.087
G005Day2Rest1.cnt,G005,8,contiguous,1,spline,0.8779,5.913,5.933
